,complaint_number,status,date_entered,house_number,house_street,zip_code,bin,community_board,special_district,complaint_category,unit,disposition_date,disposition_code,inspection_date,dobrundate,complaint_description,bis_description
8489,2358324,CLOSED,01/03/2023,2842,GRAND CONCOURSE,10458.0,2017145,207,,45,Q-L,03/04/2023,C2,03/04/2023,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8490,3075711,CLOSED,12/02/1999,691,EAST    5 STREET,11218.0,3127207,312,,71,BKLYN,12/15/1999,I2,12/08/1999,20260427000000,SRO: Illegal Work/No Permit/Change in Occupancy Use +,No Violation Warranted for Complaint at Time of Inspection
8491,1121554,CLOSED,04/20/2004,201,EAST   62 STREET,10021.0,1043826,108,,05,MAN.,04/26/2004,I2,04/23/2004,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8492,3181835,CLOSED,02/01/2006,1104,8 AVENUE,11215.0,3026290,306,,66,BKLYN,03/01/2006,A1,03/01/2006,20260427000000,Plumbing Work – Illegal/No Permit (also Sprinkler/Standpipe),Buildings Violation(s) Served
8493,2346974,CLOSED,06/05/2022,2160,WALLACE AVENUE,10462.0,2049421,211,,6S,ELEVR,07/18/2022,A8,07/15/2022,20260427000000,Elevator: Single Device on Property/No Alternate Service,OATH Violation Served
8494,4488511,CLOSED,07/20/2011,126-09,116 AVENUE,11420.0,4252270,410,,45,QNS.,12/13/2011,C4,12/10/2011,20260427000000,Illegal Conversion +,Access Denied – 2nd Attempt
8495,4269646,CLOSED,06/29/2006,89-19,107 STREET,11418.0,4194617,409,,45,QNS.,08/14/2006,I2,08/10/2006,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
8496,4556277,CLOSED,08/12/2013,89-29,186 STREET,11423.0,4212646,412,,45,QNS.,08/23/2013,C2,08/22/2013,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8497,4638619,CLOSED,12/03/2015,220-32,93 AVENUE,11428.0,4230013,413,,45,QNS.,01/05/2016,C2,01/04/2016,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8498,4042239,CLOSED,09/12/1994,26-10,93 STREET,11369.0,4032503,403,,29,QNS.,09/19/1994,B1,09/14/1994,20260427000000,"BUILDING – Vacant, Open and Unguarded",Buildings Violation(s) Prepared and Attempt to Serve will be Made
8499,4540315,CLOSED,02/05/2013,101,OCEANSIDE AVENUE,11697.0,4466963,414,,73,QNS.,02/05/2013,ND,02/05/2013,20260427000000,Failure to Maintain,Notice of Deficiency Issued
8500,1185440,CLOSED,02/05/2007,58,EAST  130 STREET,10037.0,1054243,111,,03,MAN.,02/10/2007,I2,02/07/2007,20260427000000,Adjacent Buildings – Not Protected,No Violation Warranted for Complaint at Time of Inspection
8501,5088026,CLOSED,10/21/2010,158,RIDGEWOOD AVENUE,10312.0,5073379,503,,83,ST.IS,10/26/2010,I2,10/25/2010,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,No Violation Warranted for Complaint at Time of Inspection
8502,3A12226,CLOSED,05/02/2025,2449,85 STREET,11214.0,3185275,311,,05,OBM,05/16/2025,A8,05/15/2025,20260427000000,Permit – None (Building/PA/Demo etc.),OATH Violation Served
8503,4309487,CLOSED,06/12/2007,206-09,JAMAICA AVENUE,11428.0,4224450,413,,45,QNS.,06/13/2007,I1,06/13/2007,20260427000000,Illegal Conversion +,Complaint Unsubstantiated Based on Department Records
8504,4290331,CLOSED,01/05/2007,52-30,39 DRIVE,11377.0,4431299,402,,88,QNS.,02/16/2007,I2,02/15/2007,20260427000000,Safety Net/Guard Rail – Damaged/Inadequate/None (6-stories 75FT or Less),No Violation Warranted for Complaint at Time of Inspection
8505,1354780,CLOSED,08/17/2013,131,WEST 110 STREET,10026.0,1054921,110,,04,ERT,08/25/2013,I2,08/24/2013,20260427000000,After Hours Work – Illegal,No Violation Warranted for Complaint at Time of Inspection
8506,4A05317,CLOSED,07/28/2025,15-11,144 STREET,11357.0,4099077,407,,55,QNS.,02/09/2026,A8,02/09/2026,20260427000000,Zoning: Non-Conforming,OATH Violation Served
8507,3948122,CLOSED,02/20/2024,5812,13 AVENUE,11219.0,3140722,312,,86,RTEU,02/22/2024,C2,02/22/2024,20260427000000,Work Contrary to Stop Work Order,Inspector Unable to Gain Access – 2nd Final Attempt
8508,4843618,CLOSED,05/03/2021,65-61,SAUNDERS STREET,11374.0,4072164,406,,6S,ELEVR,05/04/2021,A8,05/03/2021,20260427000000,Elevator: Single Device on Property/No Alternate Service,OATH Violation Served
8509,4612653,CLOSED,03/09/2015,82-29,PENELOPE AVENUE,11379.0,4069295,405,,45,QNS.,03/16/2015,I2,03/13/2015,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
8510,1466366,CLOSED,11/27/2017,12,EAST 68 STREET,10065.0,1041240,108,,05,SPOPS,01/24/2019,L2,01/23/2019,20260427000000,Permit – None (Building/PA/Demo etc.),Stop Work Order Fully Rescinded
8511,4668192,CLOSED,09/26/2016,132-57,SANFORD AVENUE,11355.0,4114214,407,,05,QNS.,12/15/2016,I2,12/14/2016,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8512,3887167,CLOSED,12/23/2022,2390,MCDONALD AVENUE,11223.0,3329369,315,,35,BKLYN,01/03/2023,I2,12/30/2022,20260427000000,Curb Cut/Driveway/Carport – ILLEGAL,No Violation Warranted for Complaint at Time of Inspection
8513,3702898,CLOSED,05/20/2019,534,WASHINGTON AVENUE,11238.0,3057565,302,,4A,SPOPS,06/07/2019,C2,06/07/2019,20260427000000,Illegal Hotel Rooms in Residential Buildings,Inspector Unable to Gain Access – 2nd Final Attempt
8514,4388180,CLOSED,01/29/2009,105,BEACH  220 STREET,11697.0,4466898,414,,35,QNS.,05/12/2009,I2,05/08/2009,20260427000000,Curb Cut/Driveway/Carport – ILLEGAL,No Violation Warranted for Complaint at Time of Inspection
8515,4120355,CLOSED,12/27/2000,149-12,122 STREET,11420.0,4256998,410,,45,QNS.,02/22/2001,I2,02/18/2001,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
8516,3292187,CLOSED,01/14/2009,1541,64 STREET,11219.0,3133035,311,,73,BKLYN,01/28/2009,I2,01/26/2009,20260427000000,Failure to Maintain,No Violation Warranted for Complaint at Time of Inspection
8517,3406967,CLOSED,03/25/2012,4807,SURF AVENUE,11224.0,3189192,313,,05,BKLYN,03/26/2012,I1,03/26/2012,20260427000000,Permit – None (Building/PA/Demo etc.),Complaint Unsubstantiated Based on Department Records
8518,3139828,CLOSED,09/01/2004,1089,EAST   73 STREET,11234.0,3349264,318,,04,ERT,10/01/2004,K1,10/01/2004,20260427000000,After Hours Work – Illegal,Insufficient Information/Unable to Locate Address
8519,3018987,CLOSED,10/11/1991,1155,44 STREET,11219.0,3136125,312,,35,BKLYN,10/25/1991,B1,10/15/1991,20260427000000,Curb Cut/Driveway/Carport – ILLEGAL,Buildings Violation(s) Prepared and Attempt to Serve will be Made
8520,2405251,CLOSED,11/26/2024,1750,EAST 172 STREET,10472.0,2025588,209,,6M,ELEVR,11/27/2024,H1,11/27/2024,20260427000000,Elevator: Multiple Devices on Property,Please See Complaint Number
8521,1222065,CLOSED,04/18/2008,325,5 AVENUE,10016.0,1087309,105,,78,SPOPS,06/17/2008,H1,06/13/2008,20260427000000,Privately Owned Public Space/Non-Compliance,Please See Complaint Number
8522,1446236,CLOSED,03/22/2017,421,WEST 22 STREET,10011.0,1077212,104,,5H,OBM,03/22/2017,A8,03/22/2017,20260427000000,Illegal Activity,OATH Violation Served
8523,4904564,CLOSED,10/12/2022,98-51,64 AVENUE,11374.0,4431975,406,,6S,ELEVR,12/01/2022,I2,12/01/2022,20260427000000,Elevator: Single Device on Property/No Alternate Service,No Violation Warranted for Complaint at Time of Inspection
8524,2361587,CLOSED,03/06/2023,205,EAST 138 STREET,10451.0,2000970,201,,7F,CSE,03/08/2023,I2,03/07/2023,20260427000000,CSE: Tracking Compliance,No Violation Warranted for Complaint at Time of Inspection
8525,2284188,CLOSED,07/02/2019,255,EAST TREMONT AVENUE,10457.0,2007715,205,,45,Q-L,07/22/2019,C2,07/19/2019,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8526,4184478,CLOSED,01/15/2004,59-39,58 AVENUE,11378.0,4060188,405,,45,QNS.,05/11/2004,C2,04/28/2004,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8527,4659451,CLOSED,07/15/2016,160-04,92 STREET,11414.0,4293749,410,,45,QNS.,10/27/2016,C4,10/26/2016,20260427000000,Illegal Conversion +,Access Denied – 2nd Attempt
8528,3574475,CLOSED,09/18/2016,212,VAN SICLEN AVENUE,11207.0,3088490,305,,55,BKLYN,09/21/2016,I1,09/21/2016,20260427000000,Zoning: Non-Conforming,Complaint Unsubstantiated Based on Department Records
8529,5177936,CLOSED,06/01/2023,677,LEVERETT AVENUE,10312.0,5074586,503,,53,ST.IS,06/01/2023,H1,06/01/2023,20260427000000,Vent/Exhaust – Illegal/Improper,Please See Complaint Number
8530,1497116,CLOSED,12/13/2018,431,EAST 82 STREET,10028.0,1050417,108,,05,MAN.,12/16/2018,I2,12/13/2018,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8531,3668286,CLOSED,09/21/2018,87,MELROSE STREET,11206.0,3396904,304,,6S,ELEVR,09/25/2018,I2,09/24/2018,20260427000000,Elevator: Single Device on Property/No Alternate Service,No Violation Warranted for Complaint at Time of Inspection
8532,4117155,CLOSED,10/17/2000,107-13,111 STREET,11419.0,4203384,410,,05,QNS.,01/22/2001,C2,01/10/2001,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
8533,4865186,CLOSED,11/19/2021,144-25,153 LANE,11434.0,4531387,413,,6S,ELEVR,12/21/2021,A8,12/21/2021,20260427000000,Elevator: Single Device on Property/No Alternate Service,OATH Violation Served
8534,3860728,CLOSED,06/24/2022,850,GLENMORE AVENUE,11208.0,3089036,305,,35,BKLYN,07/05/2022,I2,07/05/2022,20260427000000,Curb Cut/Driveway/Carport – ILLEGAL,No Violation Warranted for Complaint at Time of Inspection
8535,1500884,CLOSED,02/05/2019,180,FORT WASHINGTON AVENUE,10032.0,1084386,112,,94,PLUMB,05/01/2019,C2,04/30/2019,20260427000000,Plumbing: Defective/Leaking/Not Maintained,Inspector Unable to Gain Access – 2nd Final Attempt
8536,1665854,CLOSED,04/20/2024,366,WEST 23 STREET,10011.0,1013374,104,,50,ERT,04/22/2024,I2,04/22/2024,20260427000000,Sign Falling: Danger/Sign Erection or Display In-Progress (ILLEGAL),No Violation Warranted for Complaint at Time of Inspection
8537,3133423,CLOSED,06/09/2004,1403,EAST   46 STREET,11234.0,3216207,318,,45,BKLYN,06/14/2004,I2,06/12/2004,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
8538,4371192,CLOSED,09/10/2008,388,SENECA AVENUE,11385.0,4081818,405,,90,CITY,06/19/2013,L2,06/19/2013,20260427000000,Unlicensed/Illegal Activity,Stop Work Order Fully Rescinded
8539,4901241,CLOSED,09/06/2022,40-22,61 STREET,11377.0,4031426,402,,1X,QNS.,09/15/2022,L2,09/15/2022,20260427000000,Construction Enforcement Work Order (DOB),Stop Work Order Fully Rescinded
8540,5193009,CLOSED,10/09/2025,216,ARLENE STREET,10314.0,5031528,502,,45,Q-L,12/18/2025,AA,12/18/2025,20260427000000,Illegal Conversion +,HRP: Request for Corrective Action Issued
8541,3603435,CLOSED,05/21/2017,2748,EAST 19 STREET,11235.0,3319889,315,,05,BKLYN,07/31/2017,I2,07/31/2017,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8542,2410168,CLOSED,02/12/2025,2413,BUCK STREET,10461.0,2042223,210,,23,CSE,02/13/2025,A8,02/12/2025,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,OATH Violation Served
8543,3898239,CLOSED,03/23/2023,1307,LORING AVENUE,11208.0,3326999,305,,7K,RTEU,03/28/2023,I2,03/28/2023,20260427000000,Local Law 188/17 Compliance Inspections – Active Jobs,No Violation Warranted for Complaint at Time of Inspection
8544,1153644,CLOSED,10/29/2005,133,WEST  113 STREET,10026.0,1055007,110,,63,ELEVR,12/05/2005,H1,11/21/2005,20260427000000,Elevator: Defective/Inoperative,Please See Complaint Number
8545,4404743,CLOSED,06/18/2009,19120,110 ROAD,11412.0,4234474,412,,45,QNS.,08/10/2009,A8,08/03/2009,20260427000000,Illegal Conversion +,OATH Violation Served
8546,3842058,CLOSED,04/29/2022,232,LEONARD STREET,11211.0,3069372,301,,09,BKLYN,05/13/2022,I2,05/12/2022,20260427000000,Debris – Excessive,No Violation Warranted for Complaint at Time of Inspection
8547,1446483,CLOSED,03/25/2017,269,WEST 87 STREET,10024.0,1090817,107,,04,ERT,03/28/2017,I1,03/28/2017,20260427000000,After Hours Work – Illegal,Complaint Unsubstantiated Based on Department Records
8548,2160677,CLOSED,06/15/2011,810,PELHAM PARKWAY SOUTH,10462.0,2049435,211,,63,ELEVR,10/11/2011,H1,10/03/2011,20260427000000,Elevator: Defective/Inoperative,Please See Complaint Number
8549,1374967,CLOSED,07/01/2014,90,JOHN STREET,10038.0,1001127,101,,4F,SCFLD,09/30/2014,L2,09/29/2014,20260427000000,Unspecified,Stop Work Order Fully Rescinded
8550,5002241,CLOSED,08/23/1989,69,OXFORD PLACE,10301.0,5002705,501,,05,ST.IS,04/19/1991,F5,04/18/1991,20260427000000,Permit – None (Building/PA/Demo etc.),Complaint Referred to Department of Sanitation (DOS)
8551,1428018,CLOSED,07/08/2016,18,WEST 76 STREET,10023.0,1028772,107,,05,MAN.,07/19/2016,I2,07/18/2016,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8552,3924058,CLOSED,08/24/2023,4718,AVENUE O,11234.0,3239490,318,,45,Q-L,10/21/2024,C2,10/21/2024,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8553,4304008,CLOSED,04/25/2007,104-29,37 DRIVE,11368.0,4044460,403,,45,QNS.,05/21/2007,I2,05/04/2007,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
8554,1629333,CLOSED,02/16/2023,166,WEST 129 STREET,10027.0,1057967,110,,6S,ELEVR,03/28/2023,A8,03/28/2023,20260427000000,Elevator: Single Device on Property/No Alternate Service,OATH Violation Served
8555,4571998,CLOSED,01/08/2014,114-14,95 AVENUE,11419.0,4198186,409,,92,SPOPS,01/09/2014,H1,01/09/2014,20260427000000,Illegal Conversion of Manufacturing/Industrial Space,Please See Complaint Number
8556,3720983,CLOSED,09/11/2019,761,GEORGIA AVENUE,11207.0,3097267,305,,45,Q-L,03/17/2020,C2,03/16/2020,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8557,4170222,CLOSED,07/11/2003,1420,GATEWAY BOULEVARD,11691.0,4298279,414,,73,CENTR,10/25/2004,F8,10/25/2004,20260427000000,Failure to Maintain,Complaint Referred to Housing Preservation and Development (HPD)
8558,4978157,CLOSED,11/07/2024,79-12,215 STREET,11364.0,4164285,411,,05,OBM,11/07/2024,A3,11/07/2024,20260427000000,Permit – None (Building/PA/Demo etc.),Full Stop Work Order Served
8559,4086893,CLOSED,12/07/1998,37-56,93 STREET,11372.0,4036451,403,,45,QNS.,12/15/1998,A9,12/13/1998,20260427000000,Illegal Conversion +,OATH and DOB Violations Served
8560,3979136,CLOSED,10/02/2024,2483,WEST 16 STREET,11214.0,3337264,313,,7J,RTEU,10/03/2024,C2,10/03/2024,20260427000000,Work Without a Permit – Occupied Multiple Dwelling,Inspector Unable to Gain Access – 2nd Final Attempt
8561,5011671,CLOSED,04/08/1993,151,MAGUIRE AVENUE,10309.0,5085233,503,,29,ST.IS,04/09/1993,H1,04/09/1993,20260427000000,"BUILDING – Vacant, Open and Unguarded",Please See Complaint Number
8562,3588999,CLOSED,01/21/2017,812,EAST 16 STREET,11230.0,3179350,314,,31,BKLYN,05/15/2017,I2,05/15/2017,20260427000000,Certificate of Occupancy – None/ILLEGAL/Contrary to CO,No Violation Warranted for Complaint at Time of Inspection
8563,3832754,CLOSED,02/22/2022,326,LINCOLN ROAD,11225.0,3114815,309,,30,ERT,02/23/2022,A1,02/22/2022,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,Buildings Violation(s) Served
8564,3241248,CLOSED,10/09/2007,358,MENAHAN STREET,11237.0,3075993,304,,05,BKLYN,10/09/2007,A1,09/14/2007,20260427000000,Permit – None (Building/PA/Demo etc.),Buildings Violation(s) Served
8565,2259976,CLOSED,04/10/2018,1553,WESTCHESTER AVENUE,10472.0,2025221,209,,1L,PLUMB,06/26/2018,C2,06/25/2018,20260427000000,Gas Utility Referral,Inspector Unable to Gain Access – 2nd Final Attempt
8566,4637219,CLOSED,11/18/2015,37-52,65 STREET,11377.0,4028015,402,,31,QNS.,12/12/2016,I2,12/08/2016,20260427000000,Certificate of Occupancy – None/ILLEGAL/Contrary to CO,No Violation Warranted for Complaint at Time of Inspection
8567,3608004,CLOSED,06/26/2017,18,EAST 19 STREET,11226.0,3117097,314,,10,ERT,06/26/2017,I2,06/26/2017,20260427000000,Debris/Building – Falling or In Danger of Falling,No Violation Warranted for Complaint at Time of Inspection
8568,2400617,CLOSED,09/14/2024,1881,MORRIS AVENUE,10453.0,2007908,205,,23,CSE,09/16/2024,I2,09/16/2024,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,No Violation Warranted for Complaint at Time of Inspection
8569,4352263,CLOSED,05/09/2008,177-34,BAISLEY BOULEVARD,11434.0,4269187,412,,45,QNS.,05/19/2008,J2,05/14/2008,20260427000000,Illegal Conversion +,Complaint Resolved by Periodic Inspection
8570,4962066,CLOSED,06/08/2024,48-56,47 STREET,11377.0,4431832,402,,30,ERT,06/10/2024,H1,06/10/2024,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,Please See Complaint Number
8571,1054096,CLOSED,12/16/1997,110-114,HORATIO STREET,10014.0,1012127,102,,73,MAN.,12/18/1997,B1,12/16/1997,20260427000000,Failure to Maintain,Buildings Violation(s) Prepared and Attempt to Serve will be Made
8572,1495194,CLOSED,11/17/2018,122,EAST 22 STREET,10010.0,1078725,106,,04,ERT,11/19/2018,I2,11/18/2018,20260427000000,After Hours Work – Illegal,No Violation Warranted for Complaint at Time of Inspection
8573,4A23042,CLOSED,01/21/2026,60-14,69 PLACE,11378.0,4063888,405,,05,RTEU,02/09/2026,C2,02/09/2026,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
8574,3A38948,CLOSED,11/25/2025,1383,EAST 17 STREET,11230.0,3181060,314,,83,BKLYN,11/25/2025,A1,11/20/2025,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,Buildings Violation(s) Served
8575,1559576,CLOSED,12/05/2020,88,LEXINGTON AVENUE,10016.0,1018131,105,,53,MAN.,12/07/2020,H1,12/07/2020,20260427000000,Vent/Exhaust – Illegal/Improper,Please See Complaint Number
8576,2099575,CLOSED,05/30/2007,4422,ELY AVENUE,10466.0,2071250,212,,05,BRONX,06/20/2007,I2,06/19/2007,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8577,4A24350,CLOSED,02/04/2026,23-55,35 STREET,11105.0,4016262,401,,30,ERT,02/04/2026,I2,02/04/2026,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,No Violation Warranted for Complaint at Time of Inspection
8578,1211667,CLOSED,12/17/2007,434,BROADWAY,10013.0,1003025,102,,1E,SCFLD,12/18/2007,I2,12/17/2007,20260427000000,Suspended (Hanging) Scaffolds – No Permit/License/Dangerous/ Accident,No Violation Warranted for Complaint at Time of Inspection
8579,4373941,CLOSED,09/29/2008,123-33,83 AVENUE,11415.0,4533202,409,,21,QNS.,10/03/2008,I2,10/02/2008,20260427000000,Safety Net/Guard Rail – Damaged/Inadequate/NONE (over 6-stories/75FT),No Violation Warranted for Complaint at Time of Inspection
8580,4611971,CLOSED,02/26/2015,65-61,HULL AVENUE,11378.0,4054849,405,,86,QNS.,02/26/2015,I2,02/26/2015,20260427000000,Work Contrary to Stop Work Order,No Violation Warranted for Complaint at Time of Inspection
8581,1271409,CLOSED,12/05/2009,81,EAST    7 STREET,10003.0,1084502,103,,05,MAN.,03/29/2010,I2,03/27/2010,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8582,3158233,CLOSED,05/23/2005,529,55 STREET,11220.0,3014709,307,,05,BKLYN,11/10/2005,I2,11/02/2005,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8583,1107621,CLOSED,05/19/2003,226,WEST   97 STREET,10025.0,1056063,107,,63,ELEVR,07/02/2003,I2,06/24/2003,20260427000000,Elevator: Defective/Inoperative,No Violation Warranted for Complaint at Time of Inspection
8584,1561153,CLOSED,12/28/2020,300,WEST 30 STREET,10001.0,1013491,104,,04,ERT,01/02/2021,I2,01/02/2021,20260427000000,After Hours Work – Illegal,No Violation Warranted for Complaint at Time of Inspection
8585,1583867,CLOSED,10/09/2021,554,WEST 53 STREET,10019.0,1086230,104,,23,CSE,10/12/2021,I2,10/12/2021,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,No Violation Warranted for Complaint at Time of Inspection
8586,3127357,CLOSED,03/12/2004,1915,62 STREET,11204.0,3132584,311,,05,BKLYN,03/17/2004,I2,03/16/2004,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
